,user_id,business_id,date,pre_stars
80,JmhVFueYvJe0CsUddwuajw,Noi53T0PWNEN9mQRS3-Ncg,2010-05-18 05:34:30,4.0
81,A0j21z2Q1HGic7jW6e9h7A,-rhH9sL3XGFpoJXcxUpEWA,2014-07-04 21:10:51,4.5
82,bu3qhZXlxkWir0EzC2txBQ,IMLrj2klosTFvPRLv56cng,2014-06-26 05:13:20,3.9
83,H3wPBzQCKCKiHcV7GZK4kg,3T0Erqk1MKtN58764yZMfw,2011-09-09 06:37:25,2.7
84,ahwwAXJ_qwGmuRjTOHHMWg,u73j2VQ3TGWdMO-AG7MABw,2015-03-15 05:40:38,4.0
85,tH0uKD-vNwMoEc3Xk3Cbdg,1yWINuTOUBQj8ELqRNDOWA,2015-08-16 23:45:14,3.0
86,8OeTLey-p-WaL9ErNEci1Q,5LNZ67Yw9RD6nf4_UhXOjw,2012-07-20 05:05:06,4.3
87,HEvyblFw4I-UsMqgPGYY_Q,hPclwunHi36YV8cPghWJBg,2013-05-15 03:56:11,5.0
88,gScmsSCqBeFPp6q9yG5nmw,2GmGT-7QjowR1ihup3FbVA,2010-02-17 19:34:36,4.0
89,lyfYBqtDGJJ1c98pfLUcLQ,jlYeXBYzQKhomXZmT0aA1g,2017-05-11 21:41:09,2.0
90,tEy1MNP7tHJlZgP7xqF4yA,5xdKUuu4DbJ71KGbwRXfFg,2018-07-07 20:30:51,4.1
91,ERcsc0YO5CCUbkC8EV2INg,3BCsAgo_1i4xMuTyLKMLRQ,2014-01-08 02:28:43,4.0
92,L8P5OWO1Jh4B2HLa1Fnbng,j8pUAS0qdEcPsjkqEDNbhw,2015-05-25 23:39:37,4.5
93,aq7PsU-EerT2gSPsBc_FCw,MQI1rSTE2LGrrsPPgenCrA,2019-12-01 16:12:39,4.5
94,nXMMoDzXRByQiWH9cf-FAQ,wghDrzcZ0VloAtaIZ7GEBg,2016-12-03 16:45:14,4.7
95,yT_QCcnq-QGipWWuzIpvtw,4m_hApwQ054v3ue_OxFmGw,2013-04-10 02:56:29,4.0
96,4AjocDGdZNPyhBLQpxpa_Q,Yp1swb-8pO8i-6-jaK2tsA,2017-09-01 02:45:05,3.5
97,vnWKs2dgqDuR_yNI5qJG5g,iJi7yebXoPVXRyGqqL-v8g,2016-04-01 21:51:08,3.7
98,uERlyO-ASZag6XXouCrkhg,5shgJB7a-2_gdnzc0gsOtg,2012-02-08 23:00:47,3.9
99,s1ycNwrpYQb2AYHJhhLNBA,E62l6LwZJ7lKaExcUbrtYw,2014-11-12 20:11:59,2.0
100,TS4RfxKny-c8QYcnMpfkiQ,966W5oXOBW0ZWhNYy0yjcA,2014-12-07 19:12:34,3.8
101,sGIGOFKg_yTd76cDPs6pjA,NjDC1Evc2Wa6ykj8xVpoUw,2016-08-06 03:28:57,4.7
102,wai1J7wtI5Wp0DUwy3QG2w,Vbal-AZnu2w6NttIKfdjDg,2017-01-18 21:30:25,5.0
103,wnO99pBbGqwqOoTQM25iCw,eEnNw3_hBvxcFHyr23kAuA,2013-08-17 21:49:50,3.7
104,WfZFj0OH9tuOdxEfSaM1vA,XQJr9_jZR1vOoZVcZfDDwQ,2019-08-09 04:44:50,3.2
105,qLq9eedYCLaXjcy2XfZQcQ,BYDs_o6U4CLxJec8k1Q90Q,2016-08-29 19:42:58,4.0
106,OJA-15Qvh9OqSRqwrdGNeQ,n7V4cD-KqqE3OXk0irJTyA,2017-07-09 19:46:15,3.0
107,kjeX2RXvW7RhBbD2QLd5jA,vz8HFGsITt6aj-nyXkAEFg,2017-01-02 21:56:41,4.0
108,xLoEhU6zvFzcc0erH7gfyg,r8Jr-7YfkhJL2nxk9lxUNg,2015-05-16 15:54:24,3.7
109,cg_GpiWsO0xKbk1864eKaA,Ec9CBmL3285XkeHaNp-bSQ,2018-09-20 08:17:21,3.8
110,ju5QIg3E6QbcZhtG-gF6Qw,IVnGPHdTyu_GbLo9mXj98w,2016-07-18 04:29:34,4.0
111,JbF91KC0BU2zkuxufDTsDw,OtGSQQzV7uF8XPAsNIh7Bw,2014-04-13 18:01:35,4.8
112,-267Yx8RmdP6io2-qI4UcQ,UPIYuRaZvknINOd1w8kqRQ,2010-09-20 20:45:39,3.8
113,9PODl32fViCXhN4NxBdGPQ,DYAorbxOyubUB_wtQRCdug,2018-05-07 02:25:35,4.1
114,2e5V6M4GNufEnbGJpVdCjw,wxL9wgxLeuMMfI6SAXIzJw,2014-07-27 00:49:04,4.0
115,N6ZTMIue-2b30CJv2tyPGg,u6xb2aUAvX6i1WhsQWqgWg,2014-06-15 01:39:51,3.8
116,DeVGAiOf2mHVUDfxvuhVlQ,u-67zd1ImTv3EEr5kIdWrA,2017-10-26 21:06:37,3.7
117,o68A_3bAJTge-ioGXHdxKA,a0v7Si0DK4cIko7AQY4YXg,2012-06-10 18:07:49,3.4
118,GRQeDtlWc1LLbwMuxFESKw,FI-8LPGkc8D_hwx0l0zyyg,2013-06-19 18:22:00,3.7
119,DPtOaWemjBPvFiZJBi0m8A,iw9p7E4bMe1YW-APcFGjgQ,2016-03-18 04:06:18,4.0
120,Xde3UEeqDU281Db-3NAxFA,QdXg79fKbFLEPePPnL02Fw,2015-04-07 00:31:32,3.7
121,bN25cOkFDluT1NjMNkWqAQ,kJAmLFgiIjtjULunpr3NNg,2013-10-29 03:41:06,3.8
122,8rYnOC6IU_A_f-o73aDt9g,Rj-7ymdw8aNZBRqGRAjR3Q,2018-02-25 06:27:44,3.8
123,KmBPYlD00BupKSwWxOWA6w,SqxIx0KbTmCvUlOfkjamew,2012-12-10 02:47:22,4.0
124,C_CqWSkpn2aOnUXtHx0-iw,oUX2bYbqjqST-urKbOHG6w,2016-10-21 09:28:46,4.0
125,YMgZqBUAddmFErxLtCfK_w,JuNt6TkuBrMqsljkenCOdw,2011-07-20 21:26:23,5.0
126,tFTU5yWOCQLqJMs2YhAaFQ,l-D0uS-tgmhkFpHKBXvPQA,2009-10-22 06:04:27,3.2
127,_bUf-9uN9ajvLs03VBxn6Q,_4Gpn_NIM94D9OFucgfaJQ,2015-01-24 15:43:30,2.0
128,oUst55rUuv2nKEQ0FgJ5GQ,RztX0zV7ObHZD08SDUhI0Q,2013-11-30 23:56:42,5.0
129,jilGEWFqRU_lnoweP0LS5g,p81LV6y6Jxz_q_3HL06jOw,2018-07-19 14:01:13,3.5
130,UYcmGbelzRa0Q6JqzLoguw,IhNASEZ3XnBHmuuVnWdIwA,2015-08-16 04:50:23,4.9
131,BuKN22G8IY_rIuLLZ1Z9Xw,gOOfBSBZlffCkQ7dr7cpdw,2019-11-14 06:14:52,4.7
132,7C4B2Skmh4X9f8xJDo9O4w,UMqfeCItzQ2glr4d9apGlA,2019-07-25 01:05:06,4.6
133,PeLGa5vUR8_mcsn-fn42Jg,wEc4JE2NYQr1RnGjGr4q7w,2010-07-22 07:03:52,2.7
134,Yg08tRMxm0eaL-rXyNIAHw,pHA8wyVcrkhI4wQ3mt6NHw,2012-04-15 04:13:42,3.8
135,Z128ihQea7BLPh2T9q9sKA,-bd4BQcl1ekgo7avaFngIw,2016-09-10 16:16:50,4.4
136,8OeTLey-p-WaL9ErNEci1Q,Hqs4YNST_ZHbshwyi4bnsQ,2012-10-05 13:54:54,3.6
137,DK57YibC5ShBmqQl97CKog,ZkGDCVKSdf8m76cnnalL-A,2011-03-20 18:20:52,3.5
138,80qYPp6Fk_jmO3334DKGGg,9fTDeI6mApFX52qYJ8z0mw,2017-02-13 23:58:24,4.5
139,_7PfR6Tvh2xTbiVi1GELoQ,ID5wWJ9C7G0hfbQilvlfxA,2017-08-13 16:23:29,4.5
140,co64BGDz5U4i-VOwhJgn5Q,QYIhMNwxXejDoCr-F1BxDg,2014-06-18 01:40:07,2.5
141,k4M43lXJuQMpQW65DTqzIQ,WUq8HJHIZU4uteB154XN7w,2011-07-04 08:16:04,3.4
142,SGobMWMf7xwbOYHL6WMXyw,iBihgoxc6Ot7m2D4D3z0QA,2017-10-23 06:01:11,3.0
143,WWOiE3X0hNC7x2R7Q-xK1g,or4UVDjXEEjze3wNPjoAZA,2016-12-05 22:59:57,4.0
144,WPcEBAbrPZxvCGlvH9XLsQ,zcScEL0WEdFkROcnz5379g,2016-11-11 23:40:52,4.1
145,Gfxb_D1k8tueAoGn4cseoA,bCh7vrbbxSKx0mtZnOvQoQ,2016-08-10 20:37:06,4.3
146,bWJWcQyDKtFSvsTW2tR3hw,6kkxRV8H9SQLybj0xnEbMw,2014-09-18 18:32:50,4.0
147,46aM0kni0GXjS0zx0-zTfA,iE71iwcSljg3xm2GB2Y9aA,2019-02-23 19:09:02,4.7
148,bLbSNkLggFnqwNNzzq-Ijw,fQt9QVAZM9PM0wFDdROvWw,2015-06-12 04:11:17,4.7
149,ZhqGf9IFlKQU5rCdswQ_0A,g6B5hVt6oZRVO2wR4f0sNw,2016-06-12 06:53:27,4.0
150,eZeBuiVZWT7u3SktO7mv9w,A5lD3y2eREchEdMcvWPXBA,2017-08-31 23:31:07,4.0
151,2HchhLgGj16aITZGVy0hqA,hihud--QRriCYZw1zZvW4g,2017-03-13 17:18:53,3.8
152,Vqp0dpug9Db-kFHO3PkAaQ,wxL9wgxLeuMMfI6SAXIzJw,2017-06-25 01:12:06,4.0
153,BlSbxxb1vyfFoLGjfHh5dg,7yIHC8KsR5OaE_7MgEBVhw,2017-10-28 00:49:14,4.1
154,ELcQDlf69kb-ihJfxZyL0A,YQFcxE9UXrKc-QuTUu7twQ,2017-09-15 23:24:37,3.4
155,0NMeLD8uzXZiniOu-ZpcJw,ElWzx5_fU8S2G45OnM-HpA,2017-01-09 23:34:11,3.8
156,cafRiSVWRXlxDEK2YNrJ6g,iCQpiavjjPzJ5_3gPD5Ebg,2011-10-17 19:41:43,4.2
157,B1829_hxXSEpDPEDJtYeIw,H8qlBw1YaxMsItfz25-AyA,2016-03-15 03:14:34,5.0
158,z_tqPytGQF_tDw_buHKJcw,YSYDJTCt5kzY2kKnLNGRiA,2017-02-14 01:16:28,4.0
159,YVQFzWm0H72mLUh-8gzd5w,StNAnvyhVISULAFmO_Ke1Q,2016-01-18 03:49:52,4.2
160,74sdrfg2SFhH3kAslZjjrg,osu1j_Lg8R9brpuMMn3a3A,2016-07-01 00:11:59,3.8
161,JZsDEj8EnFppjzoAFKm-mQ,sWqQQRiD3YBxNJlPrMSNIw,2014-01-09 10:48:07,5.0
162,gmYU_SLgpWgafgSejWdzTg,ZOmf-3NN4Z59b2Fw6VAM7g,2015-07-12 23:44:12,4.0
163,lQGJcwX105k17081f6pulg,GI-CAiZ_Gg3h21PwrANB4Q,2017-01-05 00:18:20,4.2
164,djP46l4v0TQTqhLa-ZB1xw,d10IxZPirVJlOSpdRZJczA,2014-02-07 19:43:46,3.9
165,QtuzG4-zmGTdB0jSMC54tg,u-67zd1ImTv3EEr5kIdWrA,2014-08-28 07:39:08,3.7
166,M3YpU8fRyTZAQIn08bDT4g,VeRHiEbUe_vHprYn8mnezA,2017-08-14 21:15:57,5.0
167,5NDk-q5mv8PIDvz83HwMVg,yNPh5SO-7wr8HPpVCDPbXQ,2012-12-10 20:15:07,3.9
168,Sv48jgljDP-CRfXmU8uSgA,Z5eukYH32_nFljOTC2DJ0g,2011-12-30 19:18:58,3.9
169,5jz-BicrPZGCp-Mi-oBRUw,PNTyiqS7R-0c1ofxOfDijQ,2014-09-23 18:14:33,4.6
170,MMf0LhEk5tGa1LvN7zcDnA,RQTatUj2f9Nz9JViTH4aAQ,2010-07-18 04:01:29,3.8
171,ftpqr9nOi1KwFtC6T_T3Eg,N5CL5HLS6lyltw-OjjBrOw,2019-09-04 16:58:01,4.0
172,USG1wkzku03asNV8TQZetw,WOz66UuVsfc2K9GxzfDnGg,2015-01-17 20:12:04,4.0
173,x4rQMKeYMnqKx-bpzQ4zPg,Ly2ShApiomYZwKehwb7eRA,2016-11-07 06:26:37,4.3
174,yqa2qWN6acpmDuDL3U61UA,HGuHk935tyokX6kveEviJw,2019-04-29 02:14:45,3.4
175,7weuSPSSqYLUFga6IYP4pg,8K3CRM4COa0SSBEvli0fJQ,2012-08-20 18:26:33,4.0
176,4vj_0BQeXjCyNB7ESS5mGg,5CJL_2-XwCGBmOav4mFdYg,2017-09-19 19:12:31,3.5
177,0Md3sO3sRR3GE4eQLtqZbw,S-egzF2c7bRpCUNbZqV8dg,2016-03-28 15:49:28,4.3
178,dwmciE9bB4Naug5SvM8KZA,eBxQzBFLEPwRCxuiL50SQA,2012-06-18 02:06:55,4.5
179,sa5zd7bwBQzajQB48Y9SUw,RRw9I8pHt5PzgYGT2QeODw,2011-04-11 21:47:09,4.1
180,haSh72Q0MsQZUpWPeVgp0Q,hPclwunHi36YV8cPghWJBg,2011-11-13 21:28:36,5.0
181,UYcmGbelzRa0Q6JqzLoguw,0Hcks5q-DgJbDlmEWolx4A,2015-03-22 06:58:44,4.5
182,RBZ_kMjowV0t6_nv2UKaDQ,7mGZrCzGGjS95SdRtEaGcQ,2011-09-28 06:16:11,4.8
183,rHgT6lBbZ2PaHt0UWfTMtw,fwuvm9wWcvFwpQXzcneaDQ,2014-08-18 22:53:52,3.8
184,rn2DB_YX0BvToYe50RNr_Q,auTNigMttjBBTj1MNxOeFQ,2015-09-06 04:16:19,4.4
185,ahwwAXJ_qwGmuRjTOHHMWg,qutQLFutEyHy440jpADnxA,2017-11-09 06:23:52,3.0
186,AyjqBovADgbskmLrIBOMlQ,3fPIRTnBhd81MixgS9YoMQ,2018-09-14 23:25:48,4.0
187,D3fOi-5w4intrUTWXzIQew,6PQve0oFCLPSh4wnIzvJtg,2018-03-11 01:56:00,4.2
188,zH6racrZ7rUqqv_Qy6dZDQ,YzlgswAwmpkMQifS3-YQTw,2015-12-02 05:00:39,4.7
189,L8P5OWO1Jh4B2HLa1Fnbng,gJd1jOcl5FdqY020Q19n6Q,2012-04-10 15:42:47,4.5
190,ADx3PGAOX_ZaYywIf6i-ZA,HTkY1GABYTivk-DKWyrlEw,2016-03-10 05:37:01,3.5
191,TCPLaprJm4FFei2DkW6K6g,fOnpoMXToa5Qiyg95E6ENg,2017-02-17 21:46:22,3.7
192,rYPjqZO89ABei1fsZBSUbA,5T0h9YCsXiDZyBsVIN9gcg,2017-11-15 18:13:36,3.0
193,bnk8hI3N5tprKm_lMK4I-w,DOPUavsTUzTcpn3PrK5tUw,2014-01-11 23:02:47,4.7
194,Kgmvv8Y7WJLNOvbIiKHCoA,uKKNw68mZZaa1jcyszEbyA,2012-08-26 21:38:02,4.4
195,CkM9FtxelvahpE9StyON3A,wTjvgkUJMVWrYed9mXdQjg,2012-07-07 21:24:15,4.0
196,zlFj4sJmPwzS1WdEB0FnFQ,6ZIHxvFTHC1pvAzAS0uLDA,2017-03-04 21:09:25,4.2
197,2e5V6M4GNufEnbGJpVdCjw,ax4ztJvW28xgGvI0OPqGcQ,2014-07-01 19:35:52,3.0
198,F47atsRPw-KHmRVk5exBFw,YJ8ljUhLsz6CtT_2ORNFmg,2017-04-13 04:21:14,3.6
199,-RhRXVW9z9fs5zzxhFfnHg,PVTfzxu7of57zo1jZwEzkg,2008-12-16 15:11:04,4.1
200,Kp5KHBSmV-Htc9NeSjJfPA,caUPXiOxvLGMsorJBtNlhg,2013-09-23 20:41:34,3.9
201,oDyEexUT09e3XhxIp0-Wxg,IWKtGvVg4hqc9rWHjW8KoA,2012-03-01 03:39:13,3.8
202,V6Cjj3SVmMqCrr6uJqvlPw,1nF8Me63cpxIkFK8Ysx-DA,2017-10-08 22:48:59,3.0
203,DK57YibC5ShBmqQl97CKog,umrDQGRNied77aVg29_fVw,2014-11-15 01:58:41,4.1
204,PeLGa5vUR8_mcsn-fn42Jg,rW5N-fiNhqb-fR3bGqyPdg,2008-06-07 22:46:55,3.6
205,I-4KVZ9lqHhk8469X9FvhA,OKZkEXzJt0XIamHRRTX-8g,2018-06-06 22:32:59,3.2
206,dXIO-WFQJ8pwQ5M2STewZA,sNVGdeOPeitJ3OWUQBINzQ,2013-04-08 23:31:28,4.1
207,ED7dq2rT3IWXjSl58CR36w,JfHXzulF6yIKgA22YYPedw,2018-08-02 20:33:22,4.6
208,61AymMi8D4RTQ2aa1w41ew,4JNXUYY8wbaaDmk3BPzlWw,2018-05-20 13:57:38,4.0
209,QzXS25_FwIUrYTyDMZkUQA,OjApDLQUPV8c_yPCg8xZog,2015-05-07 03:56:55,3.3
210,QJI9OSEn6ujRCtrX06vs1w,swX3Vj3dQsz1YlCRmwNQEQ,2013-04-10 13:42:32,5.0
211,UmXzwFM2OkZHWJ5cJZlqkg,wUKzaS1MHg94RGM6z8u9mw,2009-11-10 01:25:52,3.8
212,9sldtsoM9MFEyPEss0L9kA,or4UVDjXEEjze3wNPjoAZA,2012-02-09 11:26:36,3.7
213,EiwxlbR8fb68lMgEXhcWKA,N8D-5-fW7EkBdKjNYGhu0A,2009-01-13 00:07:18,4.0
214,1dWLN4Mr4hKhu8MQUCKqXQ,DVJkxZkLKS76Khb2y6XA6A,2015-02-18 00:35:24,3.0
215,Ry1O_KXZHGRI8g5zBR3IcQ,eEnNw3_hBvxcFHyr23kAuA,2010-11-15 21:37:38,3.4
216,Dl05etq6qzMf5NOskjb7Ag,CQk3WJtULz_xOkUM6o7wpQ,2017-05-14 19:46:12,4.0
217,cQrnxjgVBhjAcOJttw48aw,GmdujALb1Nq2RHGr7jhCaA,2016-08-30 23:21:02,4.5
218,H3wPBzQCKCKiHcV7GZK4kg,zpoZ6WyQUYff18-z4ZU1mA,2014-05-13 02:01:57,3.6
219,_bUf-9uN9ajvLs03VBxn6Q,JdtJ3jmMukLXU-gDjVTEgg,2015-11-05 06:37:27,4.4
