user_id,business_id,date,stars
o68A_3bAJTge-ioGXHdxKA,-LzUYsR54hd8cCiYXTquRA,2013-05-22 20:48:58,2.0
GOTjwdXD6bNZ-_qjY7GYYw,vHz2RLtfUMVRPFmd7VBEHA,2019-06-22 03:32:29,4.0
OLn8EvPsu4hNug8V5PF2jA,DY1_vls0_VQnTZ7CJ3AeFQ,2011-01-17 03:22:51,2.0
pwQ8E-hbDUJe3qtKt_IBBg,Q9is4jcGh5FT_1sAKilu6g,2015-12-21 20:26:23,4.0
njUgJcn8ZN0BdZdNEswRwA,m1GXhsLGEE6Y38bBpWHRBg,2015-08-20 01:13:20,5.0
-zrXNYGN93L3DiujE7zABw,J5ebC7fKqrSF8KuS8d6hgw,2019-11-14 01:06:39,4.0
LwVUO_5jjHuJRhvl6hlHVg,buTa1akbH0pO_P10v99_eA,2013-07-22 22:34:15,4.0
gtuRablOmw5O08QoKbn0fQ,7j5yndEexyQn9cpVXLIIpw,2013-10-28 21:19:56,4.0
XuuUQeBcibvbFvWyFhFz5Q,bKxKPGmkwH-Q-GSbt7chNA,2013-05-10 03:04:30,3.0
jwctwzboGhQmtC50Juxa9A,XCxxPZ3Lu5mwmIo7IQRf1g,2016-07-26 01:17:05,5.0
KTK_ws8lu_TWfR7DtDWjMA,s0QR_loWfMC2-ihWaKDT-Q,2011-11-27 04:20:37,4.0
hZfzVrhsCQ9JDAb2jYoJNQ,LwQB9H3jZ9wTk24Lr-AnZQ,2014-06-20 22:40:24,4.0
u3rRXtoRxE5W1O19yVfslA,wZukjLaf1V2dLRQap_Zriw,2019-06-02 02:15:40,4.0
92e_B3VDY5TqxVYsKuNzKg,9a3DrZvpYxVs3k_qwlCNSw,2012-01-23 18:47:04,5.0
d_TBs6J3twMy9GChqUEXkg,_sOni_t0FvAQuUDBEGe3Gg,2015-01-27 13:44:10,4.0
Ad-v2Z4vvuzxZxbpywIm0A,7yYexN1Q5ShE_z1MH2TDTw,2015-01-15 00:44:22,2.0
cMEtAiW60I5wE_vLfTxoJQ,vsFFbN71ehRCp46KeR5RdQ,2015-09-02 02:02:10,5.0
PKEzKWv_FktMm2mGPjwd0Q,yhgUyctWczUN13MinNgZ3w,2015-04-08 19:02:20,3.0
Xb4aKpOlHkp9dmgTa__Q4g,n8Zqqhff-2cxzWt_nwhU2Q,2018-03-25 21:17:11,5.0
M9rRM6Eo5YbKLKMG5QiIPA,UY13CTgUqriT-fMxT2APLw,2018-01-18 21:35:46,3.0
yqa2qWN6acpmDuDL3U61UA,Wc9UpJhOcdSj7olZkz7SJA,2013-08-19 23:16:07,4.0
XEHZoTDWjw3w-gcQyYIe4g,UESdOMLsXn_7WcwOZt7I3A,2009-11-09 00:22:17,4.0
sWKaLjpYG6VABf23CXDhyA,nqTvE7ivdU23oUWdI01tOA,2015-04-06 01:35:33,5.0
AKXqbuifvfvNEpr3Qs51hQ,dg5cg298SXZVMo4ZEwSUtg,2006-09-03 22:39:49,5.0
TYCkjEHPSJSnFb6m6GDluw,64dfRmMmUsOdLnkBOtzp4w,2009-07-13 01:33:19,4.0
Kp5KHBSmV-Htc9NeSjJfPA,qmymSqVwHYRqdwfcBatzpQ,2015-02-03 19:29:31,4.0
Rdt-JiAN7Qlw3dJ7UVdNtw,D_24gRsnae7guxJE8gLgtw,2019-01-26 16:21:47,3.0
1v2UxV8i_Ae64yxT17rRRg,SMPbvZLSMMb7KU76YNYMGg,2019-05-24 07:45:25,5.0
jL41h4Ez98PZfqiKzbbY1w,GIhzzb9tjqLCYdNP_k3-dQ,2018-01-15 22:15:31,4.0
VeYSD3Xgxd-R4yowet51tA,EQ7PtG9GzraQ7kYi0j8geg,2007-03-21 22:22:15,5.0
ThTUwfNAdWrK6tKvl-Dtpw,GI-CAiZ_Gg3h21PwrANB4Q,2016-09-08 05:06:28,5.0
aKhv49qQ1A1MDvGZ-cVh7Q,OgJ0KxwJcJ9R5bUK0ixCbg,2011-08-08 04:55:03,4.0
clmrlflES5HrXS-gl_YmrQ,SjgeuBlgKER9yegpoxT99w,2016-09-22 15:32:51,2.0
WMMI5Q4Rmm1Rqdu0jOvyhQ,OQggqcQglU-lHY3rY-8Lhw,2014-10-25 23:23:23,3.0
MMf0LhEk5tGa1LvN7zcDnA,JmI9nslLD7KZqRr__Bg6NQ,2014-09-12 05:21:41,4.0
gvuvcjAVl1ElyXTgU80VRg,DW0ZvWuYaSvMcB_3LG5RGg,2012-09-21 06:23:30,3.0
ZpUI9ze0YlA6nMSHwx3ZYQ,pmoIMK8zGWvKsVOPDBYfzg,2013-12-18 19:36:35,5.0
yS1kK5EGcwatp6D6hFGvlw,XXW_OFaYQkkGOGniujZFHg,2018-03-27 22:31:18,3.0
DPitNu466172os6m0Yri1Q,r5PLDU-4mSbde5XekTXSCA,2014-08-11 01:22:16,5.0
cMEtAiW60I5wE_vLfTxoJQ,VRC7J-ahI4em9ddhihxq5w,2012-02-08 22:07:19,4.0
BlSbxxb1vyfFoLGjfHh5dg,qnn9E-e9orYf_wK37yLTYw,2018-06-09 22:01:07,4.0
LfKyD_XaTnfKoKujRZ1Wug,eQfYZrSuzE6B4vkmu74H6w,2014-10-31 22:51:02,5.0
0uEqdNTVj-I7zM83bbcgsg,f4x1YBxkLrZg652xt2KR5g,2011-09-06 21:22:25,4.0
LBnjYRrpTKgtGkW0ea7Ecg,v_yCY6NCwxCPIsNZR80UfQ,2016-12-14 18:01:24,4.0
3nIuSCZk5f_2WWYMLN7h3w,iCQpiavjjPzJ5_3gPD5Ebg,2016-02-28 18:16:59,4.0
moj7DUHkP4j9yfwFm-oOHQ,pTZ4u-sEQr-yHq2Cl4EMEw,2011-10-20 22:44:22,4.0
oUst55rUuv2nKEQ0FgJ5GQ,E9aC5bLfXdQVZ5csvLuLJg,2014-10-05 23:31:23,4.0
LwvPZ1bQt5-Zl1xxPberVQ,2UgRg5a6KmpbD_SZfhNrKg,2013-03-08 16:22:09,4.0
A2N4y0VeZ-3TtmBVCSVVnQ,OGFBCNUHJ-182MbnV6NTvQ,2011-05-09 00:43:32,4.0
bdRS6ZRxf6CNrnULnMI1cg,ZtJ6sTq7-5rL9ORUtQJHAQ,2014-07-30 22:18:12,4.0
7L8utEpYiVj3pNNjZkQaLQ,BLIJ-p5wYuAhw6Pp6mh6mw,2016-09-10 09:49:14,5.0
YMgZqBUAddmFErxLtCfK_w,hrhtWc8UcoZqYr2d7YPgEA,2011-03-27 20:17:45,3.0
Qjrn5UsK2HBZxx40HYA1iQ,3_A59jPniLD5ViVuKMYpJw,2015-01-21 18:07:03,4.0
hZfzVrhsCQ9JDAb2jYoJNQ,ZFyJ83LJkkO1dP82kzXKNg,2012-02-18 17:20:24,3.0
77lef7kKkoOVupY-7AmieQ,M-SS_Kr0zlC7v8kBSRa74g,2010-04-25 08:39:34,4.0
SCo1UBoeN3bhRMkSYuiX1A,UBQRhqRMW4Sk7kSZvZ1iAQ,2011-02-14 16:31:53,3.0
3nDUQBjKyVor5wV0reJChg,yfxDa8RFOvJPQh0rNtakHA,2012-03-22 15:18:52,4.0
_VMGbmIeK71rQGwOBWt_Kg,8Q6jl7OW8DZzwANggDspcw,2012-07-21 05:40:32,2.0
NGRGG7nW7mv63SZ-IOfYKA,6nKR80xEGHYf2UxAe_Cu_g,2016-10-25 00:16:09,4.0
bLbSNkLggFnqwNNzzq-Ijw,zXBrfL_ohYMuBZWvF8EcSA,2014-06-04 00:49:25,3.0
GSvZ1ZJmVqQA9O2NVfO1TQ,VrIskBdLuRxS0HsSimJOhA,2014-03-26 15:36:36,3.0
LvLaYXjvzdrPDXC3Zv3XoA,QCCVxVRt1amqv0AaEWSKkg,2018-03-07 01:01:06,3.0
LDu8Kn3k1CZHY5sEq3bLPQ,BFibmswPtBNyChp8vBHRsg,2018-05-24 01:46:36,4.0
XNSyl47aXuPsvC5zXm5uhw,C8D_GU9cDDjbOJfCaGXxDQ,2010-04-21 17:16:13,4.0
Q4Qfu-3vYtL1LRm2X1b0Gg,BgTFsq79xmnRkX0gA1za1Q,2014-05-12 18:24:49,3.0
JZsDEj8EnFppjzoAFKm-mQ,ybHlmdUHLPKfv85bRK4Wtw,2014-05-01 17:08:07,4.0
8DEyKVyplnOcSKx39vatbg,iAuOpYDfOTuzQ6OPpEiGwA,2007-10-06 21:16:41,5.0
QHX3NxFAlda3I32taYzI8w,p5rpYtxS5xPQjt3MXYVEwA,2015-07-13 18:57:03,5.0
w15NByGsVedQLmpydJ7gPg,aS1qJzTGyluRT2tJ09Jbaw,2016-08-15 08:15:57,3.0
cafRiSVWRXlxDEK2YNrJ6g,Z5eukYH32_nFljOTC2DJ0g,2010-03-14 15:39:51,4.0
zSwb7qNpSgU3ekHMpiHsOA,QdvROupQvDDQIaHrTGNgKA,2012-02-25 15:48:02,4.0
5wT0vDycEzgq95yVCZ60Aw,gTw6PENNGl68ZPUpYWP50A,2013-02-10 03:23:23,4.0
DK57YibC5ShBmqQl97CKog,a3mJdNVP-ve3l3z9LRJXQQ,2018-04-29 16:22:14,4.0
ajxohdcsKhRGFlEvHZDyTw,L_ZLtfHvfzfoNVQ0-okTXg,2017-12-06 18:55:01,5.0
qibGLHABNReGeJr2w4_8yQ,stELNI9yN8wsgWWt0Im_kw,2010-11-11 18:00:05,4.0
w15NByGsVedQLmpydJ7gPg,dxeu5YQIzw0jOp1cSVkimg,2015-03-11 08:29:24,2.0
PomQayG1WhMxeSl1zohAUA,LNGBEEelQx4zbfWnlc66cw,2010-05-23 17:58:18,4.0
3lUEQb9TIxOeAUtvgh7p8w,DkIEhR8behaIoSexekWV0Q,2019-01-16 20:35:03,1.0
Et79VAN692zD2j32PM1E8w,Ja4stXdNYr39u5CZHMNtjw,2011-03-08 19:44:15,4.0
TVkU2gHhe05v_lgsE_NccA,f4x1YBxkLrZg652xt2KR5g,2014-08-29 20:36:12,4.0
gn9jmujma9SyDirweX1c6g,XXW_OFaYQkkGOGniujZFHg,2011-11-29 01:39:06,4.0
pwQ8E-hbDUJe3qtKt_IBBg,URFhSrJPk7JM2pUtsuWsAg,2015-09-27 21:17:56,4.0
UXpTrzITc0yg08sXftsa-w,fQwB9Z98YEhkJit7c3z51A,2016-02-23 16:40:04,4.0
7vyw57vXvZl1LAXK4vzQtA,eduRavkml8awmPachSZXuw,2018-05-18 05:16:30,4.0
dF6j86LQWN3RS0r-Oz5Q2A,PglC8rgguMIlT621p1BLdQ,2017-01-28 20:29:04,2.0
3cC726zwgerKNNasnidAww,eQfYZrSuzE6B4vkmu74H6w,2010-10-31 23:19:46,4.0
iSC96O2NjQc3JExGUHQG0Q,HaWU8ICNtjIkCN_ZNrx1hw,2018-10-10 01:16:34,4.0
0tvCcnfJnSs55iB6mqPk3w,na4Th5DrNauOv-c43QQFvA,2013-04-04 05:11:06,4.0
MMxRLgkd-MgwowmggmR2Dg,wXRhRfnXaV_icpT5P8r9pg,2017-08-06 02:53:04,5.0
6jz_Yr6_AP2WWLbj9gGDpA,eQfYZrSuzE6B4vkmu74H6w,2017-10-22 21:32:08,4.0
9jA5_7o9V4m6i8ZRb4t6LA,W2CzAePJakvARgoQuohbOA,2011-10-10 14:01:21,4.0
sqJZt_Z144RWGk4bdKTpSw,nuRLQaPYbH6raFgSv-C_8g,2010-02-20 23:24:54,5.0
vPOkQJKahhR13LQ2ElSFGg,3KTY5XZfavc85u0_rLFHrw,2012-12-31 17:09:35,4.0
zgV0ZroIF956gw4cul8MHA,GeK7GOGalPQnyjff1J3u1g,2012-12-17 04:36:02,3.0
Jk7sjPeIFcaGO3IJOOQ1Pg,oj5k-I0YSbuc5tDInt2isQ,2012-07-30 23:45:53,4.0
cggzCuDDtfvtKFp2fnLzRQ,iJi7yebXoPVXRyGqqL-v8g,2009-12-21 07:12:03,4.0
ZQYNombDho1PYfnEWFZevw,VsewHMsfj1Mgsl2i_hio7w,2013-04-19 19:30:12,4.0
gvuvcjAVl1ElyXTgU80VRg,kpLt4l5J5kbMD4oxQLC2aA,2010-07-20 05:16:51,5.0
aKhv49qQ1A1MDvGZ-cVh7Q,mUVAMNN7BCQ9HGA9w_7C1g,2013-12-28 22:49:43,4.0
6pzA8EDhHgW3A5-rBObhBA,-ipc5f0XiXwH3hbNnro54Q,2018-01-27 19:11:09,4.0
rXDqOtMie36VjQMLQdwHsA,0LhYg3iOF9IU2Ut8IL84TQ,2017-11-05 01:13:41,3.0
rXDqOtMie36VjQMLQdwHsA,U1g7IHZcnRmOc2m3mvWNig,2015-03-07 19:04:38,4.0
-267Yx8RmdP6io2-qI4UcQ,O7UMzd3i-Zk8dMeyY9ZwoA,2013-11-18 20:28:57,5.0
wnO99pBbGqwqOoTQM25iCw,kRlbNhkKnmN_jy6zz_gqhg,2014-12-21 20:03:19,3.0
MqcfaSdLXh7H1Aey_HPUsw,iIwKW2cBAxjElE8eUzjwqA,2014-11-18 22:00:04,4.0
rGd8YUtvhSdMm8-9cMdQ4Q,RADloW1UROUn4FJFU4JJNg,2014-04-05 20:44:37,3.0
oeAhRa8yFa9jtrhaHnOyxQ,4JNXUYY8wbaaDmk3BPzlWw,2010-10-21 20:32:04,4.0
XMy-OTpVY8O1L-8w1zOKcw,13KW8P5n1jAxxHB7Bl_obg,2019-04-08 04:56:40,5.0
8OeTLey-p-WaL9ErNEci1Q,j5nPiTwWEFr-VsePew7Sjg,2011-12-12 20:10:27,4.0
dLoUSe9E25agXphQjx8Svg,DbEszO3wk1xVmN3pCPob2g,2017-02-04 06:53:06,3.0
LG-FOXQL0zUcRQuqkhq-Zg,mUVAMNN7BCQ9HGA9w_7C1g,2015-09-12 20:33:47,5.0
3CMiTAhq_o_GP1tLs-ihbg,DNSDAtD6uxQkoZkQe2v4ew,2017-11-28 07:13:27,4.0
lQCY0csLfjdDn6cdVq43UA,Ef5P6C2yHAv08FPif5Rdtg,2017-12-03 23:17:52,4.0
ZsUSGU1-L1ImomLZjXxxTg,0AQnRQw34IQW9-1gJkYnMA,2010-04-05 20:33:09,3.0
0911xXCgLexupPGkDJusLQ,1TTQ41NqKks69GltQSQNIA,2019-04-30 00:51:35,4.0
Olo_x4fV1sFBtlj6COf9Wg,oZcbn7ENit23xbCsyu9xbA,2016-11-08 04:55:11,5.0
pW08HeUH6SJGBewy15PD2A,fR2v1bU-3jbWVJ0UuMmeHw,2017-06-16 18:16:16,2.0
VZRxANvyTm2ixS6jYDGgEw,M-SS_Kr0zlC7v8kBSRa74g,2011-08-03 23:43:46,4.0
6jz_Yr6_AP2WWLbj9gGDpA,89uU51kOiQXbJHVA3C6XMQ,2016-09-10 16:55:30,5.0
tXhscxwFTd-ayLTdPx_2yA,fHM09_y3QX3n4a_bIFbk_w,2012-05-28 15:17:01,4.0
qewG3X2O4X6JKskxyyqFwQ,D8a2usm9b-j89W9IrJ_Evw,2010-04-02 16:35:51,5.0
zTK1nPD2Hpa-ksSXsE-JzQ,NgDyxaeItFSInv7J5paGLQ,2016-03-12 16:27:25,4.0
L8cvMZLWmM4qWTl9SkxJ8g,AfEOC5LlBeMt708QEQUihw,2014-01-19 06:17:42,2.0
04J_q_VhSBItxNiEAN-gkA,vz8HFGsITt6aj-nyXkAEFg,2019-10-12 12:16:43,4.0
S9Jw00eZHVj5_0sOM_C5Rg,RTegy5CUBpMK65pr8UeDgA,2010-05-22 22:48:53,5.0
A5A34ixb-yy6nwL42iZsnw,qVO3l9Q0-KVQE7W9JL9ePw,2016-10-27 23:23:29,4.0
8XKSiMpMxgdwI3qjuqmXFg,SueEpC916vd8Lo3Lyl9_pQ,2015-10-02 22:29:34,4.0
0guV-tXB82pi2stV7a5g5Q,SAfuIUZMXrOnb3LWyvYjDA,2010-11-28 02:08:16,4.0
owbC7FP8SNAlwv6f9S5Stw,C6C_dc78Zhzei9wrZs-tdQ,2014-03-03 11:04:14,3.0
-C-l8EHSLXtZZVfUAUhsPA,y4ETe3DkcIjjr_eyeg5U5g,2016-10-28 23:26:11,4.0
BQkC6RneYfvfG6wRe0hsvQ,gwYt_q3Ob7aQJIefIBsZiQ,2016-03-01 17:06:54,4.0
6NYDXzkyYW3O2zYjzPRMsg,OjApDLQUPV8c_yPCg8xZog,2015-01-03 22:38:59,4.0
whINg-cC-FiAv_ATDGMDTg,kmdFk8ETfXiuoS364jaJFA,2012-12-15 03:33:39,1.0
bhJ6ivAuSpgXP4JiKWjSZQ,riM-pBsdqRRVXtAVbLfsxQ,2009-04-20 23:54:32,4.0
cMEtAiW60I5wE_vLfTxoJQ,cOJ1uIVIHCiefUyWG2wDfw,2017-04-20 18:21:04,4.0
_7PfR6Tvh2xTbiVi1GELoQ,4JNXUYY8wbaaDmk3BPzlWw,2014-08-10 17:54:33,3.0
pxzs-Dy2hXTis-PuNCV37Q,9p-cpmHaga-EXyc6ZzYCcQ,2014-07-21 23:26:28,3.0
9efCzgW1smpgjdjzCxG-Ig,LtO6vTBfYzlgWArn3kRe_A,2017-08-17 01:19:46,4.0
XzvdDq5VTiRZTd_6BHT08w,iBihgoxc6Ot7m2D4D3z0QA,2014-11-08 03:36:27,3.0
UL5K2rnSYIPD1LcqPgbmDQ,Ki8seQY5mtXc36xjoMfeDA,2019-07-18 21:43:04,5.0
zpwWpno3U-oZaG3AJuKqSQ,oYPpWHgsjcIt-tUzGXk_eA,2013-07-29 02:30:42,3.0
5HmK6riLkciM0Xxo1ycNTg,WBt2pa7k_K2LKW2OJuXG9Q,2017-02-18 16:11:08,3.0
DPitNu466172os6m0Yri1Q,PNTyiqS7R-0c1ofxOfDijQ,2015-12-04 20:59:01,5.0
7dnh9OrD8LekBwvachGH5Q,eEnNw3_hBvxcFHyr23kAuA,2014-02-15 04:25:44,2.0
OJA-15Qvh9OqSRqwrdGNeQ,z45xS0Kc6GpiITwrpkRVdQ,2018-02-14 04:04:51,5.0
r0j4IpUbcdC1-HfoMYae4w,ayOJSIl-P16HZAQBcQfUyQ,2014-08-06 04:26:23,4.0
XEHZoTDWjw3w-gcQyYIe4g,VRC7J-ahI4em9ddhihxq5w,2008-11-07 03:20:11,5.0
COjPTDD-tFr73Gly2xL3gw,T8-8C1C7QwxzZcMGK_8H4A,2011-03-08 15:25:20,4.0
PGeiszoVusiv0wTHVdWklA,a8pmtlVKf7NiSLI-4KejIw,2017-02-02 16:09:23,3.0
9efCzgW1smpgjdjzCxG-Ig,3BCsAgo_1i4xMuTyLKMLRQ,2017-08-14 01:11:58,4.0
P19z16iz5I9Hh4T99pY8Sg,faPVqws-x-5k2CQKDNtHxw,2016-03-07 23:45:07,5.0
PcvbBOCOcs6_suRDH7TSTg,DkYS3arLOhA8si5uUEmHOw,2016-09-11 07:25:32,5.0
Ad-v2Z4vvuzxZxbpywIm0A,J3FUxMAHfCl-WFo86u5DqA,2013-06-17 02:52:39,3.0
RBZ_kMjowV0t6_nv2UKaDQ,fa1G6WoSdvAO8dzM4FYbUA,2011-12-20 05:11:31,5.0
D3fOi-5w4intrUTWXzIQew,ii8sAGBexBOJoYRFafF9XQ,2017-11-06 22:57:52,4.0
FIk4lQQu1eTe2EpzQ4xhBA,JjjQSlvTvGlIAta5CyA6UQ,2012-04-21 23:22:23,5.0
Tr7YMpWd1XZdXdm35CatqA,2lF1UsGcDpDpaI1lXgRX_g,2012-07-30 23:31:35,4.0
wXZS42D0L8hoCiSh2Krc_A,f6CTsNX30XmC8siHWYV2bA,2015-03-26 21:09:42,4.0
C2C0GPKvzWWnP57Os9eQ0w,_TRbETlhqQq0OLzWbAPkvA,2015-03-07 17:11:30,4.0
u90s9wJ9pMK2FMpy5F8Wpg,xn2wBz0SmCo5J6y10NK5ew,2015-05-25 20:16:30,5.0
qnoXQsDOTOFwJEYXSCnHEQ,8mIrX_LrOnAqWsB5JrOojQ,2009-11-09 23:28:09,5.0
GLFFf8XbOoRJuxZxGfUd8g,HaWU8ICNtjIkCN_ZNrx1hw,2016-02-22 00:28:04,4.0
PKEzKWv_FktMm2mGPjwd0Q,4RoTEeqB_MNn6yaqZmlZHg,2010-09-24 23:16:00,4.0
Cfwvos6oFlDquGiI2Qy1gQ,5QNXZcclknB2PkfeN7FJWQ,2015-05-24 17:26:34,5.0
ZsjuEgOdvx9l5GKZdtwYIw,0xvdC8F0HmFpAFkJk6nXLg,2016-01-07 04:04:20,5.0
W4ZuWztx47aiksyYPUMYDw,EV1jAj7NFNmNIqOnwZ4Acw,2013-10-13 09:24:36,3.0
EqXooCH8CV3yzATS-mZvaw,sNVGdeOPeitJ3OWUQBINzQ,2017-06-14 16:54:13,4.0
CrEBVkzIQs7tS-wWfaCjNQ,DxgSVufr_6y_Rc63CC17Zg,2015-12-30 06:46:55,5.0
qPVtjjp8sNQ32p9860SR9Q,eZcCFV-8X91ZSnmB9807bw,2017-03-10 23:54:52,4.0
AryBBn--MdbJylcIAVb-_A,wpQsmMvdhefqIlxvRt_Jbg,2017-08-15 03:18:22,3.0
ByNfFYaW544SRchjvAHscw,NF0H-HFJOK6R8fkhYkFuzw,2018-04-07 01:35:35,4.0
JqjAthJThuVYgTh4iWDZ2A,J3FUxMAHfCl-WFo86u5DqA,2016-02-11 18:24:55,3.0
leyNDNVu09Ldbg5ujPWMhQ,Ed47ZME7NcLTZeIBUYsdog,2017-03-12 23:20:35,2.0
xAWA2aheTP6YwcFWgmeLaQ,pH0BLkL4cbxKzu471VZnuA,2015-06-01 04:43:45,5.0
